Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,ExperienceRatio,IncomePerYearExp,TenureSatisfaction
45,0,Travel_Rarely,1015,Research & Development,5,Medical,3,50,1,Laboratory Technician,1,Single,5769,23447,Yes,0,10,3,3,7,0.7,524.4545454545455,7
45,0,Non-Travel,336,Sales,26,Marketing,1,52,2,Sales Executive,1,Married,4385,24162,No,1,10,2,3,7,0.7,398.6363636363636,7
31,0,Travel_Frequently,715,Sales,2,Other,4,54,3,Sales Executive,1,Single,5332,21602,No,0,10,3,3,2,0.2,484.72727272727275,2
36,0,Travel_Rarely,559,Research & Development,12,Life Sciences,3,76,3,Manufacturing Director,3,Married,4663,12421,Yes,2,7,2,3,2,0.2857142857142857,582.875,6
34,0,Travel_Frequently,426,Research & Development,10,Life Sciences,3,42,4,Manufacturing Director,4,Divorced,4724,17000,No,1,9,3,3,7,0.7777777777777778,472.4,28
49,0,Travel_Rarely,722,Research & Development,25,Life Sciences,3,84,3,Laboratory Technician,1,Married,3211,22102,No,1,10,3,2,6,0.6,291.90909090909093,6
39,0,Travel_Rarely,1387,Research & Development,10,Medical,2,76,3,Manufacturing Director,1,Married,5377,3835,No,3,10,3,3,7,0.7,488.8181818181818,7
27,0,Travel_Rarely,1302,Research & Development,19,Other,4,67,2,Laboratory Technician,1,Divorced,4066,16290,No,2,7,3,3,7,1.0,508.25,7
35,0,Travel_Rarely,819,Research & Development,18,Life Sciences,2,48,4,Research Scientist,1,Married,5208,26312,No,0,16,2,3,15,0.9375,306.3529411764706,15
28,0,Travel_Rarely,580,Research & Development,27,Medical,2,39,1,Manufacturing Director,1,Divorced,4877,20460,No,1,6,5,2,3,0.5,696.7142857142857,3
21,0,Travel_Rarely,546,Research & Development,5,Medical,3,97,3,Research Scientist,4,Single,3117,26009,No,0,3,2,3,2,0.6666666666666666,779.25,8
18,1,Travel_Frequently,544,Sales,3,Medical,2,70,3,Sales Representative,4,Single,1569,18420,Yes,0,0,2,4,0,0.0,1569.0,0
47,0,Travel_Rarely,1176,Human Resources,26,Life Sciences,4,98,3,Manager,3,Married,19658,5220,No,1,27,2,3,2,0.07407407407407407,702.0714285714286,6
39,0,Travel_Rarely,170,Research & Development,3,Medical,3,76,2,Laboratory Technician,3,Divorced,3069,10302,No,1,11,3,3,8,0.7272727272727273,255.75,24
40,0,Travel_Rarely,884,Research & Development,15,Life Sciences,1,80,2,Manufacturing Director,3,Married,10435,25800,No,2,18,2,3,15,0.8333333333333334,549.2105263157895,45
35,0,Non-Travel,208,Research & Development,8,Life Sciences,3,52,3,Healthcare Representative,3,Married,4148,12250,No,1,15,5,3,11,0.7333333333333333,259.25,33
37,0,Travel_Rarely,671,Research & Development,19,Life Sciences,3,85,3,Manufacturing Director,3,Married,5768,26493,No,3,9,2,2,3,0.3333333333333333,576.8,9
39,0,Travel_Frequently,711,Research & Development,4,Medical,1,81,3,Manufacturing Director,3,Single,5042,3140,No,0,10,2,1,2,0.2,458.3636363636364,6
45,0,Travel_Rarely,1329,Research & Development,2,Other,4,59,2,Manufacturing Director,4,Divorced,5770,5388,No,2,10,3,3,7,0.7,524.5454545454545,28
38,0,Travel_Rarely,397,Research & Development,2,Medical,4,54,2,Manufacturing Director,3,Married,7756,14199,Yes,1,10,6,4,4,0.4,705.0909090909091,12
35,1,Travel_Rarely,737,Sales,10,Medical,4,55,2,Sales Executive,1,Married,10306,21530,No,0,15,3,3,12,0.8,644.125,12
37,0,Travel_Rarely,1470,Research & Development,10,Medical,2,71,3,Research Scientist,2,Married,3936,9953,No,1,8,2,1,4,0.5,437.3333333333333,8
40,0,Travel_Rarely,448,Research & Development,16,Life Sciences,3,84,3,Manufacturing Director,4,Single,7945,19948,Yes,0,18,2,2,2,0.1111111111111111,418.1578947368421,8
44,0,Travel_Frequently,602,Human Resources,1,Human Resources,1,37,3,Human Resources,4,Married,5743,10503,Yes,0,14,3,3,7,0.5,382.8666666666667,28
48,0,Travel_Frequently,365,Research & Development,4,Medical,3,89,2,Manager,4,Married,15202,5602,No,1,23,3,3,2,0.08695652173913043,633.4166666666666,8
35,1,Travel_Rarely,763,Sales,15,Medical,1,59,1,Sales Executive,4,Divorced,5440,22098,Yes,2,7,2,2,2,0.2857142857142857,680.0,8
24,0,Travel_Frequently,567,Research & Development,2,Technical Degree,1,32,3,Research Scientist,4,Single,3760,17218,Yes,0,6,2,3,3,0.5,537.1428571428571,12
27,0,Travel_Rarely,486,Research & Development,8,Medical,2,86,4,Research Scientist,3,Married,3517,22490,No,0,5,0,3,2,0.4,586.1666666666666,6
27,0,Travel_Frequently,591,Research & Development,2,Medical,4,87,3,Research Scientist,4,Single,2580,6297,No,0,6,0,2,2,0.3333333333333333,368.57142857142856,8
40,1,Travel_Rarely,1329,Research & Development,7,Life Sciences,1,73,3,Laboratory Technician,1,Single,2166,3339,Yes,0,10,3,1,2,0.2,196.9090909090909,2
29,0,Travel_Rarely,469,Sales,10,Medical,3,42,2,Sales Executive,3,Single,5869,23413,No,0,8,2,3,2,0.25,652.1111111111111,6
36,0,Travel_Rarely,711,Research & Development,5,Life Sciences,2,42,3,Healthcare Representative,1,Married,8008,22792,No,2,9,6,3,2,0.2222222222222222,800.8,2
25,0,Travel_Frequently,772,Research & Development,2,Life Sciences,4,77,4,Manufacturing Director,3,Divorced,5206,4973,No,2,7,6,3,7,1.0,650.75,21
39,0,Travel_Rarely,492,Research & Development,12,Medical,4,66,3,Manufacturing Director,2,Married,5295,7693,No,0,7,3,3,4,0.5714285714285714,661.875,8
49,0,Travel_Rarely,301,Research & Development,22,Other,1,72,3,Research Director,2,Married,16413,3498,No,2,27,2,3,2,0.07407407407407407,586.1785714285714,4
50,0,Travel_Rarely,813,Research & Development,17,Life Sciences,4,50,2,Research Director,1,Divorced,13269,21981,No,3,19,3,3,11,0.5789473684210527,663.45,11
20,0,Travel_Rarely,1141,Sales,2,Medical,3,31,3,Sales Representative,3,Single,2783,13251,No,0,2,3,3,2,1.0,927.6666666666666,6
34,0,Travel_Rarely,1130,Research & Development,3,Life Sciences,4,66,3,Research Scientist,2,Divorced,5433,19332,No,1,11,2,3,8,0.7272727272727273,452.75,16
36,0,Travel_Rarely,311,Research & Development,7,Life Sciences,1,77,3,Laboratory Technician,2,Single,2013,10950,No,0,15,4,3,3,0.2,125.8125,6
49,0,Travel_Rarely,465,Research & Development,6,Life Sciences,3,41,2,Healthcare Representative,3,Married,13966,11652,Yes,1,30,3,3,11,0.36666666666666664,450.51612903225805,33
36,0,Non-Travel,894,Research & Development,1,Medical,4,33,2,Manufacturing Director,3,Married,4374,15411,No,0,4,6,3,2,0.5,874.8,6
36,0,Travel_Rarely,1040,Research & Development,3,Life Sciences,4,79,4,Healthcare Representative,1,Divorced,6842,26308,No,1,13,3,3,4,0.3076923076923077,488.7142857142857,4
54,0,Travel_Rarely,584,Research & Development,22,Medical,2,91,3,Manager,3,Married,17426,18685,No,1,36,6,3,8,0.2222222222222222,470.97297297297297,24
43,0,Travel_Rarely,1291,Research & Development,15,Life Sciences,3,65,2,Research Director,3,Married,17603,3525,No,1,14,3,3,10,0.7142857142857143,1173.5333333333333,30
35,1,Travel_Frequently,880,Sales,12,Other,4,36,3,Sales Executive,4,Single,4581,10414,Yes,0,13,2,4,9,0.6923076923076923,327.2142857142857,36
38,0,Travel_Frequently,1189,Research & Development,1,Life Sciences,4,90,3,Research Scientist,4,Married,4735,9867,No,2,19,4,4,11,0.5789473684210527,236.75,44
29,0,Travel_Rarely,991,Sales,5,Medical,1,43,2,Sales Executive,2,Divorced,4187,3356,Yes,1,10,3,2,0,0.0,380.6363636363636,0
33,0,Travel_Rarely,392,Sales,2,Medical,4,93,3,Sales Executive,4,Divorced,5505,3921,No,2,6,5,3,2,0.3333333333333333,786.4285714285714,8
32,0,Travel_Rarely,977,Research & Development,2,Medical,4,45,3,Research Scientist,2,Divorced,5470,25518,No,2,10,4,2,5,0.5,497.27272727272725,10
31,0,Travel_Rarely,1112,Sales,5,Life Sciences,1,67,3,Sales Executive,4,Married,5476,22589,No,2,10,2,3,0,0.0,497.8181818181818,0
49,0,Travel_Rarely,464,Research & Development,16,Medical,4,74,3,Laboratory Technician,1,Divorced,2587,24941,Yes,1,17,2,2,2,0.11764705882352941,143.72222222222223,2
38,0,Travel_Frequently,148,Research & Development,2,Medical,4,42,2,Laboratory Technician,2,Single,2440,23826,No,0,4,3,3,3,0.75,488.0,6
47,0,Travel_Rarely,1225,Sales,2,Life Sciences,2,47,4,Manager,2,Divorced,15972,21086,No,3,29,2,3,2,0.06896551724137931,532.4,4
49,0,Travel_Rarely,809,Research & Development,1,Life Sciences,3,36,3,Manager,3,Single,15379,22384,No,0,23,2,3,7,0.30434782608695654,640.7916666666666,21
41,0,Travel_Rarely,1206,Sales,23,Life Sciences,4,80,3,Sales Executive,3,Single,7082,11591,Yes,0,21,2,3,0,0.0,321.90909090909093,0
20,0,Travel_Rarely,727,Sales,9,Life Sciences,4,54,3,Sales Representative,1,Single,2728,21082,No,0,2,3,3,2,1.0,909.3333333333334,2
33,0,Non-Travel,530,Sales,16,Life Sciences,3,36,3,Sales Executive,4,Divorced,5368,16130,Yes,1,7,2,3,5,0.7142857142857143,671.0,20
36,0,Travel_Rarely,1351,Research & Development,26,Life Sciences,1,80,3,Healthcare Representative,3,Married,5347,7419,No,2,10,2,2,2,0.2,486.09090909090907,6
44,0,Travel_Rarely,528,Human Resources,1,Life Sciences,3,44,3,Human Resources,4,Divorced,3195,4167,Yes,3,8,2,3,2,0.25,355.0,8
23,1,Travel_Rarely,1320,Research & Development,8,Medical,4,93,2,Laboratory Technician,3,Single,3989,20586,Yes,0,5,2,3,4,0.8,664.8333333333334,12
38,0,Travel_Rarely,1495,Research & Development,4,Medical,4,87,3,Laboratory Technician,3,Married,3306,26176,No,1,7,5,2,0,0.0,413.25,0
53,0,Travel_Rarely,1395,Research & Development,24,Medical,2,48,4,Healthcare Representative,4,Married,7005,3458,No,0,11,2,3,3,0.2727272727272727,583.75,12
48,1,Travel_Frequently,708,Sales,7,Medical,4,95,3,Sales Representative,3,Married,2655,11740,Yes,2,19,3,3,7,0.3684210526315789,132.75,21
32,1,Travel_Rarely,1259,Research & Development,2,Life Sciences,4,95,3,Laboratory Technician,2,Single,1393,24852,No,0,1,2,3,0,0.0,696.5,0
26,0,Non-Travel,786,Research & Development,7,Medical,4,76,3,Laboratory Technician,4,Single,2570,11925,No,0,7,5,3,7,1.0,321.25,28
55,0,Travel_Rarely,1441,Research & Development,22,Technical Degree,1,94,2,Research Scientist,2,Divorced,3537,23737,No,1,8,1,3,2,0.25,393.0,4
34,0,Travel_Rarely,1157,Research & Development,5,Medical,2,57,2,Laboratory Technician,4,Married,3986,11912,No,1,15,3,4,10,0.6666666666666666,249.125,40
60,0,Travel_Rarely,370,Research & Development,1,Medical,3,92,1,Healthcare Representative,4,Divorced,10883,20467,No,1,19,2,4,0,0.0,544.15,0
33,0,Travel_Rarely,267,Research & Development,21,Medical,2,79,4,Laboratory Technician,2,Married,2028,13637,No,3,14,6,3,11,0.7857142857142857,135.2,22
37,0,Travel_Frequently,1278,Sales,1,Medical,3,31,1,Sales Executive,4,Divorced,9525,7677,No,2,6,2,2,3,0.5,1360.7142857142858,12
34,0,Travel_Rarely,678,Research & Development,19,Life Sciences,2,35,2,Research Scientist,4,Married,2929,20338,No,0,10,3,3,9,0.9,266.27272727272725,36
23,1,Travel_Rarely,427,Sales,7,Life Sciences,3,99,3,Sales Representative,4,Divorced,2275,25103,Yes,1,3,2,3,2,0.6666666666666666,568.75,8
44,0,Travel_Rarely,921,Research & Development,2,Life Sciences,3,96,4,Healthcare Representative,4,Married,7879,14810,Yes,1,9,2,3,7,0.7777777777777778,787.9,28
35,0,Travel_Frequently,146,Research & Development,2,Medical,1,79,2,Research Scientist,4,Single,4930,13970,Yes,0,6,2,4,4,0.6666666666666666,704.2857142857143,16
43,0,Travel_Rarely,1179,Sales,2,Medical,4,73,3,Sales Executive,4,Married,7847,6069,Yes,1,10,3,3,9,0.9,713.3636363636364,36
24,0,Travel_Rarely,581,Research & Development,9,Medical,3,62,4,Research Scientist,3,Married,4401,17616,No,1,5,1,3,3,0.6,733.5,9
41,0,Travel_Rarely,918,Sales,6,Marketing,4,35,3,Sales Executive,3,Single,9241,15869,No,0,10,3,3,8,0.8,840.0909090909091,24
29,0,Travel_Rarely,1082,Research & Development,9,Medical,4,43,3,Laboratory Technician,3,Married,2974,25412,No,1,9,2,3,3,0.3333333333333333,297.4,9
36,0,Travel_Rarely,530,Sales,2,Life Sciences,3,51,3,Sales Representative,4,Single,4502,7439,No,0,17,2,2,7,0.4117647058823529,250.11111111111111,28
45,0,Non-Travel,1238,Research & Development,1,Life Sciences,3,74,2,Healthcare Representative,3,Married,10748,3395,No,1,25,3,2,15,0.6,413.38461538461536,45
24,1,Travel_Rarely,240,Human Resources,22,Human Resources,4,58,1,Human Resources,3,Married,1555,11585,No,1,1,2,3,0,0.0,777.5,0
47,1,Travel_Frequently,1093,Sales,9,Life Sciences,3,82,1,Sales Executive,3,Married,12936,24164,No,0,25,3,1,5,0.2,497.53846153846155,15
26,0,Travel_Rarely,390,Research & Development,17,Medical,4,62,1,Laboratory Technician,3,Married,2305,6217,No,3,3,3,4,2,0.6666666666666666,576.25,6
45,0,Travel_Rarely,1005,Research & Development,28,Technical Degree,4,48,2,Research Director,2,Single,16704,17119,No,0,21,2,3,6,0.2857142857142857,759.2727272727273,12
32,0,Travel_Frequently,585,Research & Development,10,Life Sciences,1,56,3,Research Scientist,3,Married,3433,17360,No,1,10,3,2,2,0.2,312.09090909090907,6
31,0,Travel_Rarely,741,Research & Development,2,Life Sciences,2,69,3,Laboratory Technician,3,Married,3477,18103,No,1,6,2,4,2,0.3333333333333333,496.7142857142857,6
41,0,Non-Travel,552,Human Resources,4,Human Resources,3,60,1,Human Resources,2,Married,6430,20794,No,1,10,4,3,2,0.2,584.5454545454545,4
40,0,Travel_Rarely,369,Research & Development,8,Life Sciences,2,92,3,Manufacturing Director,1,Married,6516,5041,Yes,1,18,3,3,0,0.0,342.94736842105266,0
24,0,Travel_Rarely,506,Research & Development,29,Medical,2,91,3,Laboratory Technician,1,Divorced,3907,3622,No,3,6,2,4,2,0.3333333333333333,558.1428571428571,2
46,0,Travel_Rarely,717,Research & Development,13,Life Sciences,3,34,3,Healthcare Representative,2,Single,5562,9697,No,0,19,3,3,7,0.3684210526315789,278.1,14
35,0,Travel_Rarely,1370,Research & Development,27,Life Sciences,4,49,3,Manufacturing Director,3,Married,6883,5151,No,1,17,3,3,7,0.4117647058823529,382.3888888888889,21
30,0,Travel_Rarely,793,Research & Development,16,Life Sciences,2,33,3,Research Scientist,4,Married,2862,3811,No,1,10,2,2,0,0.0,260.1818181818182,0
47,0,Non-Travel,543,Sales,2,Marketing,3,87,3,Sales Executive,2,Married,4978,3536,No,1,4,3,1,0,0.0,995.6,0
46,0,Travel_Rarely,1277,Sales,2,Life Sciences,3,74,3,Sales Executive,4,Divorced,10368,5596,Yes,1,13,5,2,6,0.46153846153846156,740.5714285714286,24
36,1,Travel_Rarely,1456,Sales,13,Marketing,2,96,2,Sales Executive,1,Divorced,6134,8658,Yes,3,16,3,3,2,0.125,360.8235294117647,2
32,1,Travel_Rarely,964,Sales,1,Life Sciences,1,34,1,Sales Executive,2,Single,6735,12147,No,0,10,2,3,0,0.0,612.2727272727273,0
23,0,Travel_Rarely,160,Research & Development,4,Medical,3,51,3,Laboratory Technician,2,Single,3295,12862,No,0,3,3,1,2,0.6666666666666666,823.75,4
31,0,Travel_Frequently,163,Research & Development,24,Technical Degree,4,30,3,Manufacturing Director,4,Single,5238,6670,No,0,9,3,2,4,0.4444444444444444,523.8,16
39,0,Non-Travel,792,Research & Development,1,Life Sciences,4,77,3,Laboratory Technician,4,Married,6472,8989,Yes,1,9,2,3,8,0.8888888888888888,647.2,32
32,0,Travel_Rarely,371,Sales,19,Life Sciences,4,80,1,Sales Executive,3,Married,9610,3840,No,1,10,2,1,3,0.3,873.6363636363636,9
40,0,Travel_Rarely,611,Sales,7,Medical,2,88,3,Manager,2,Single,19833,4349,No,0,21,3,2,8,0.38095238095238093,901.5,16
45,0,Travel_Rarely,176,Human Resources,4,Life Sciences,3,56,1,Human Resources,3,Married,9756,6595,No,2,9,2,4,0,0.0,975.6,0
30,0,Travel_Frequently,1312,Research & Development,2,Technical Degree,4,78,2,Research Scientist,1,Single,4968,26427,No,0,10,2,3,7,0.7,451.6363636363636,7
24,0,Travel_Frequently,897,Human Resources,10,Medical,1,59,3,Human Resources,4,Married,2145,2097,No,1,3,2,3,2,0.6666666666666666,536.25,8
30,1,Travel_Frequently,600,Human Resources,8,Human Resources,3,66,2,Human Resources,4,Divorced,2180,9732,No,1,6,0,2,2,0.3333333333333333,311.42857142857144,8
31,0,Travel_Rarely,1003,Sales,5,Technical Degree,1,51,3,Sales Executive,3,Married,8346,20943,No,1,6,3,3,2,0.3333333333333333,1192.2857142857142,6
27,0,Travel_Rarely,1054,Research & Development,8,Medical,3,67,3,Research Scientist,4,Single,3445,6152,No,0,6,5,2,2,0.3333333333333333,492.14285714285717,8
29,1,Travel_Rarely,428,Sales,9,Marketing,2,52,1,Sales Representative,2,Single,2760,14630,No,0,2,3,3,2,1.0,920.0,4
29,0,Travel_Frequently,461,Research & Development,1,Life Sciences,4,70,4,Healthcare Representative,3,Single,6294,23060,Yes,0,10,5,4,2,0.2,572.1818181818181,6
30,0,Travel_Rarely,979,Sales,15,Marketing,3,94,2,Sales Executive,1,Divorced,7140,3088,No,1,12,2,3,7,0.5833333333333334,549.2307692307693,7
34,0,Travel_Rarely,181,Research & Development,2,Medical,4,97,4,Research Scientist,4,Married,2932,5586,Yes,3,6,3,3,0,0.0,418.85714285714283,0
33,0,Non-Travel,1283,Sales,2,Marketing,4,62,3,Sales Executive,2,Single,5147,10697,No,0,13,2,2,7,0.5384615384615384,367.64285714285717,14
49,0,Travel_Rarely,1313,Sales,11,Marketing,4,80,3,Sales Executive,4,Single,4507,8191,No,0,8,1,4,1,0.125,500.77777777777777,4
33,1,Travel_Rarely,211,Sales,16,Life Sciences,1,74,3,Sales Executive,1,Single,8564,10092,Yes,0,11,2,2,0,0.0,713.6666666666666,0
38,0,Travel_Frequently,594,Research & Development,2,Medical,3,75,2,Laboratory Technician,2,Married,2468,15963,No,1,9,4,2,1,0.1111111111111111,246.8,2
31,1,Travel_Rarely,1079,Sales,16,Marketing,1,70,3,Sales Executive,3,Married,8161,19002,No,3,10,2,3,0,0.0,741.9090909090909,0
29,0,Travel_Rarely,590,Research & Development,4,Technical Degree,4,91,2,Research Scientist,1,Divorced,2109,10007,No,1,1,2,3,0,0.0,1054.5,0
30,0,Travel_Rarely,305,Research & Development,16,Life Sciences,3,58,4,Healthcare Representative,3,Married,5294,9128,No,1,10,3,3,0,0.0,481.27272727272725,0
32,0,Non-Travel,953,Research & Development,5,Technical Degree,2,65,3,Research Scientist,2,Single,2718,17674,No,0,12,3,3,7,0.5833333333333334,209.07692307692307,14
38,0,Travel_Rarely,833,Research & Development,18,Medical,2,60,1,Healthcare Representative,4,Married,5811,24539,Yes,1,15,2,3,0,0.0,363.1875,0
43,1,Travel_Frequently,807,Research & Development,17,Technical Degree,3,38,2,Research Scientist,3,Married,2437,15587,Yes,1,6,4,3,0,0.0,348.14285714285717,0
42,0,Travel_Rarely,855,Research & Development,12,Medical,2,57,3,Laboratory Technician,2,Divorced,2766,8952,No,3,7,6,2,3,0.42857142857142855,345.75,6
55,0,Travel_Rarely,478,Research & Development,2,Medical,3,60,2,Research Director,1,Married,19038,19805,No,3,34,2,3,0,0.0,543.9428571428572,0
33,0,Non-Travel,775,Research & Development,4,Technical Degree,4,90,3,Research Scientist,2,Divorced,3055,6194,No,2,11,2,2,8,0.7272727272727273,254.58333333333334,16
41,0,Travel_Rarely,548,Research & Development,9,Life Sciences,3,94,3,Laboratory Technician,1,Divorced,2289,20520,No,2,5,2,3,3,0.6,381.5,3
34,0,Non-Travel,1375,Sales,10,Life Sciences,4,87,3,Sales Executive,3,Divorced,4001,12313,Yes,1,15,3,3,14,0.9333333333333333,250.0625,42
53,0,Non-Travel,661,Research & Development,1,Medical,1,60,2,Manufacturing Director,3,Married,12965,22308,Yes,3,27,2,2,2,0.07407407407407407,463.0357142857143,6
43,0,Travel_Rarely,244,Human Resources,2,Life Sciences,2,97,3,Human Resources,4,Single,3539,5033,No,0,10,5,3,7,0.7,321.72727272727275,28
34,0,Travel_Rarely,511,Sales,3,Life Sciences,4,32,1,Sales Executive,4,Single,6029,25353,No,0,6,3,3,2,0.3333333333333333,861.2857142857143,8
21,1,Travel_Rarely,337,Sales,7,Marketing,2,31,3,Sales Representative,2,Single,2679,4567,No,0,1,3,3,0,0.0,1339.5,0
38,0,Travel_Rarely,1153,Research & Development,6,Other,4,40,2,Laboratory Technician,3,Married,3702,16376,No,1,5,3,3,4,0.8,617.0,12
22,1,Travel_Rarely,1294,Research & Development,8,Medical,3,79,3,Laboratory Technician,1,Married,2398,15999,Yes,0,1,6,3,0,0.0,1199.0,0
31,0,Travel_Rarely,196,Sales,29,Marketing,1,91,2,Sales Executive,4,Married,5468,13402,No,2,13,3,3,7,0.5384615384615384,390.57142857142856,28
51,0,Travel_Rarely,942,Research & Development,3,Technical Degree,1,53,3,Manager,3,Married,13116,22984,No,0,15,2,3,2,0.13333333333333333,819.75,6
37,0,Travel_Rarely,589,Sales,9,Marketing,2,46,2,Sales Executive,2,Married,4189,8800,No,2,5,2,3,2,0.4,698.1666666666666,4
46,0,Travel_Rarely,734,Research & Development,2,Medical,3,46,3,Research Director,4,Divorced,19328,14218,Yes,1,24,3,3,1,0.041666666666666664,773.12,4
36,0,Travel_Rarely,1383,Research & Development,10,Life Sciences,4,90,3,Healthcare Representative,1,Married,8321,25949,Yes,1,15,1,3,8,0.5333333333333333,520.0625,8
44,1,Travel_Frequently,429,Research & Development,1,Medical,3,99,3,Research Scientist,2,Divorced,2342,11092,Yes,3,6,2,2,3,0.5,334.57142857142856,6
37,0,Travel_Rarely,1239,Human Resources,8,Other,3,89,3,Human Resources,2,Divorced,4071,12832,No,0,19,4,2,0,0.0,203.55,0
35,1,Travel_Rarely,303,Sales,27,Life Sciences,3,84,3,Sales Executive,4,Single,5813,13492,Yes,0,10,2,3,7,0.7,528.4545454545455,28
33,0,Travel_Rarely,867,Research & Development,8,Life Sciences,4,90,4,Research Scientist,1,Married,3143,6076,No,1,14,1,3,8,0.5714285714285714,209.53333333333333,8
28,0,Travel_Rarely,1181,Research & Development,1,Life Sciences,3,82,3,Research Scientist,4,Married,2044,5531,No,1,5,6,4,3,0.6,340.6666666666667,12
39,0,Travel_Rarely,1253,Research & Development,10,Medical,3,65,3,Research Director,3,Single,13464,7914,No,0,9,3,3,3,0.3333333333333333,1346.4,9
46,0,Non-Travel,849,Sales,26,Life Sciences,2,98,2,Sales Executive,2,Single,7991,25166,No,0,6,3,3,2,0.3333333333333333,1141.5714285714287,4
40,0,Travel_Rarely,616,Research & Development,2,Life Sciences,3,99,3,Laboratory Technician,1,Married,3377,25605,No,1,7,5,2,3,0.42857142857142855,422.125,3
42,0,Travel_Rarely,1128,Research & Development,13,Medical,2,95,4,Healthcare Representative,1,Married,5538,5696,No,2,10,2,2,0,0.0,503.45454545454544,0
35,0,Non-Travel,1180,Research & Development,2,Medical,2,90,3,Manufacturing Director,4,Divorced,5762,24442,No,1,15,6,3,7,0.4666666666666667,360.125,28
38,0,Non-Travel,1336,Human Resources,2,Human Resources,1,100,3,Human Resources,2,Divorced,2592,7129,No,3,13,3,3,10,0.7692307692307693,185.14285714285714,20
34,1,Travel_Frequently,234,Research & Development,9,Life Sciences,4,93,3,Laboratory Technician,1,Married,5346,6208,No,1,11,3,2,1,0.09090909090909091,445.5,1
37,1,Travel_Rarely,370,Research & Development,10,Medical,4,58,3,Manufacturing Director,1,Single,4213,4992,No,0,10,4,1,3,0.3,383.0,3
39,0,Travel_Frequently,766,Sales,20,Life Sciences,3,83,3,Sales Executive,4,Divorced,4127,19188,No,1,7,6,3,1,0.14285714285714285,515.875,4
43,0,Non-Travel,343,Research & Development,9,Life Sciences,1,52,3,Research Scientist,3,Single,2438,24978,No,0,7,2,2,2,0.2857142857142857,304.75,6
41,0,Travel_Rarely,447,Research & Development,5,Life Sciences,2,85,4,Healthcare Representative,2,Single,6870,15530,No,0,11,3,1,2,0.18181818181818182,572.5,4
41,0,Travel_Rarely,796,Sales,4,Marketing,3,81,3,Sales Executive,3,Divorced,10447,26458,Yes,1,23,3,4,14,0.6086956521739131,435.2916666666667,42
30,0,Travel_Rarely,1092,Research & Development,10,Medical,1,64,3,Manufacturing Director,3,Single,9667,2739,No,0,9,3,3,7,0.7777777777777778,966.7,21
26,1,Travel_Rarely,920,Human Resources,20,Medical,4,69,3,Human Resources,2,Married,2148,6889,Yes,0,6,3,3,1,0.16666666666666666,306.85714285714283,2
46,1,Travel_Rarely,261,Research & Development,21,Medical,4,66,3,Healthcare Representative,2,Married,8926,10842,No,1,13,2,4,7,0.5384615384615384,637.5714285714286,14
40,0,Travel_Rarely,1194,Research & Development,1,Life Sciences,3,52,3,Healthcare Representative,4,Divorced,6513,9060,No,1,12,3,3,3,0.25,501.0,12
34,0,Travel_Rarely,810,Sales,8,Technical Degree,2,92,4,Sales Executive,3,Married,6799,22128,No,2,10,5,3,8,0.8,618.0909090909091,24
58,0,Non-Travel,350,Sales,2,Medical,2,52,3,Manager,2,Divorced,16291,22577,No,1,37,0,2,9,0.24324324324324326,428.7105263157895,18
35,0,Travel_Rarely,185,Research & Development,23,Medical,2,91,1,Laboratory Technician,3,Married,2705,9696,No,1,6,2,4,4,0.6666666666666666,386.42857142857144,12
47,0,Travel_Rarely,1001,Research & Development,4,Life Sciences,3,92,2,Manufacturing Director,2,Divorced,10333,19271,Yes,1,28,4,3,11,0.39285714285714285,356.3103448275862,22
40,0,Travel_Rarely,750,Research & Development,12,Life Sciences,2,47,3,Healthcare Representative,1,Divorced,4448,10748,No,1,15,3,3,4,0.26666666666666666,278.0,4
54,0,Travel_Rarely,431,Research & Development,7,Medical,4,68,3,Research Scientist,4,Married,6854,15696,No,1,14,2,2,1,0.07142857142857142,456.93333333333334,4
31,0,Travel_Frequently,1125,Sales,7,Marketing,1,68,3,Sales Executive,1,Married,9637,8277,No,2,9,3,3,2,0.2222222222222222,963.7,2
28,0,Travel_Rarely,1217,Research & Development,1,Medical,3,67,3,Research Scientist,1,Married,3591,12719,No,1,3,3,3,2,0.6666666666666666,897.75,2
38,0,Travel_Rarely,723,Sales,2,Marketing,2,77,1,Sales Representative,4,Married,5405,4244,Yes,2,20,4,2,2,0.1,257.3809523809524,8
26,0,Travel_Rarely,572,Sales,10,Medical,3,46,3,Sales Executive,4,Single,4684,9125,No,0,5,4,3,3,0.6,780.6666666666666,12
58,0,Travel_Frequently,1216,Research & Development,15,Life Sciences,1,87,3,Research Director,3,Married,15787,21624,Yes,0,23,3,3,2,0.08695652173913043,657.7916666666666,6
18,0,Non-Travel,1431,Research & Development,14,Medical,2,33,3,Research Scientist,3,Single,1514,8018,No,0,0,4,1,0,0.0,1514.0,0
31,1,Travel_Rarely,359,Human Resources,18,Human Resources,4,89,4,Human Resources,1,Married,2956,21495,No,0,2,4,3,0,0.0,985.3333333333334,0
